{ 'src':'43.2.9.2', 'spt':'1031', 'dst':'8.1.10.7', 'dpt':'711', 'app':'TCP', 'rs':'943', 'rl':'28', 'ipv':'IPv4', 'atz':'India', 'dtz':'India' }
{ 'src':'43.2.9.3', 'spt':'1036', 'dst':'8.1.10.7', 'dpt':'467', 'app':'UDP', 'rs':'1188', 'rl':'200', 'ipv':'IPv6', 'atz':'USA', 'dtz':'London' }
{ 'src':'43.1.9.2', 'spt':'1030', 'dst':'8.2.10.7', 'dpt':'585', 'app':'TCP', 'rs':'513', 'rl':'4', 'ipv':'IPv4', 'atz':'London', 'dtz':'USA' }
{ 'src':'43.1.9.2', 'spt':'1026', 'dst':'8.2.10.7', 'dpt':'859', 'app':'TCP', 'rs':'978', 'rl':'160', 'ipv':'IPv6', 'atz':'Bahrain', 'dtz':'Egypt' }
{ 'src':'43.2.9.3', 'spt':'1027', 'dst':'8.2.10.7', 'dpt':'316', 'app':'UDP', 'rs':'157', 'rl':'160', 'ipv':'IPv6', 'atz':'Argentina', 'dtz':'Argentina' }
{ 'src':'43.2.9.3', 'spt':'1032', 'dst':'8.2.10.7', 'dpt':'977', 'app':'UDP', 'rs':'301', 'rl':'81', 'ipv':'IPv6', 'atz':'India', 'dtz':'Egypt' }
{ 'src':'43.2.9.2', 'spt':'1032', 'dst':'8.2.10.7', 'dpt':'231', 'app':'UDP', 'rs':'1226', 'rl':'131', 'ipv':'IPv6', 'atz':'Argentina', 'dtz':'London' }
{ 'src':'43.2.9.2', 'spt':'1028', 'dst':'8.1.10.7', 'dpt':'750', 'app':'TCP', 'rs':'725', 'rl':'95', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'India' }
{ 'src':'43.2.9.2', 'spt':'1030', 'dst':'8.2.10.7', 'dpt':'786', 'app':'UDP', 'rs':'1001', 'rl':'46', 'ipv':'IPv6', 'atz':'London', 'dtz':'Denmark' }
{ 'src':'43.1.9.3', 'spt':'1024', 'dst':'8.2.10.7', 'dpt':'183', 'app':'TCP', 'rs':'880', 'rl':'105', 'ipv':'IPv4', 'atz':'Bahrain', 'dtz':'London' }
{ 'src':'43.2.9.2', 'spt':'1024', 'dst':'8.2.10.7', 'dpt':'789', 'app':'TCP', 'rs':'816', 'rl':'8', 'ipv':'IPv6', 'atz':'Argentina', 'dtz':'India' }
{ 'src':'43.2.9.2', 'spt':'1026', 'dst':'8.1.10.7', 'dpt':'491', 'app':'TCP', 'rs':'876', 'rl':'60', 'ipv':'IPv4', 'atz':'India', 'dtz':'Denmark' }
{ 'src':'43.1.9.2', 'spt':'1034', 'dst':'8.2.10.7', 'dpt':'447', 'app':'UDP', 'rs':'668', 'rl':'118', 'ipv':'IPv6', 'atz':'Japan', 'dtz':'USA' }
{ 'src':'43.2.9.2', 'spt':'1025', 'dst':'8.1.10.7', 'dpt':'702', 'app':'UDP', 'rs':'838', 'rl':'38', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'Denmark' }
{ 'src':'43.2.9.2', 'spt':'1033', 'dst':'8.1.10.7', 'dpt':'1019', 'app':'UDP', 'rs':'1073', 'rl':'144', 'ipv':'IPv4', 'atz':'USA', 'dtz':'Argentina' }
{ 'src':'43.1.9.3', 'spt':'1034', 'dst':'8.1.10.7', 'dpt':'350', 'app':'UDP', 'rs':'1286', 'rl':'116', 'ipv':'IPv4', 'atz':'USA', 'dtz':'London' }
{ 'src':'43.1.9.3', 'spt':'1036', 'dst':'8.1.10.7', 'dpt':'807', 'app':'UDP', 'rs':'1014', 'rl':'182', 'ipv':'IPv4', 'atz':'London', 'dtz':'London' }
{ 'src':'43.1.9.3', 'spt':'1030', 'dst':'8.2.10.7', 'dpt':'213', 'app':'UDP', 'rs':'266', 'rl':'42', 'ipv':'IPv4', 'atz':'Bahrain', 'dtz':'Argentina' }
{ 'src':'43.2.9.2', 'spt':'1030', 'dst':'8.1.10.7', 'dpt':'139', 'app':'TCP', 'rs':'1142', 'rl':'19', 'ipv':'IPv6', 'atz':'Japan', 'dtz':'USA' }
{ 'src':'43.2.9.2', 'spt':'1024', 'dst':'8.1.10.7', 'dpt':'792', 'app':'TCP', 'rs':'656', 'rl':'200', 'ipv':'IPv4', 'atz':'Chile', 'dtz':'Denmark' }
{ 'src':'43.2.9.3', 'spt':'1033', 'dst':'8.1.10.7', 'dpt':'300', 'app':'TCP', 'rs':'416', 'rl':'140', 'ipv':'IPv4', 'atz':'India', 'dtz':'India' }
{ 'src':'43.1.9.3', 'spt':'1034', 'dst':'8.1.10.7', 'dpt':'124', 'app':'TCP', 'rs':'461', 'rl':'60', 'ipv':'IPv6', 'atz':'Argentina', 'dtz':'Egypt' }
{ 'src':'43.1.9.2', 'spt':'1035', 'dst':'8.1.10.7', 'dpt':'23', 'app':'TCP', 'rs':'286', 'rl':'116', 'ipv':'IPv4', 'atz':'London', 'dtz':'India' }
{ 'src':'43.1.9.3', 'spt':'1029', 'dst':'8.1.10.7', 'dpt':'533', 'app':'TCP', 'rs':'1085', 'rl':'31', 'ipv':'IPv4', 'atz':'Chile', 'dtz':'India' }
{ 'src':'43.2.9.3', 'spt':'1029', 'dst':'8.2.10.7', 'dpt':'381', 'app':'UDP', 'rs':'947', 'rl':'192', 'ipv':'IPv6', 'atz':'London', 'dtz':'India' }
{ 'src':'43.2.9.2', 'spt':'1035', 'dst':'8.2.10.7', 'dpt':'169', 'app':'UDP', 'rs':'296', 'rl':'58', 'ipv':'IPv6', 'atz':'London', 'dtz':'London' }
{ 'src':'43.2.9.3', 'spt':'1027', 'dst':'8.1.10.7', 'dpt':'978', 'app':'TCP', 'rs':'1272', 'rl':'82', 'ipv':'IPv4', 'atz':'London', 'dtz':'Denmark' }
{ 'src':'43.2.9.3', 'spt':'1025', 'dst':'8.1.10.7', 'dpt':'658', 'app':'UDP', 'rs':'766', 'rl':'119', 'ipv':'IPv6', 'atz':'India', 'dtz':'Argentina' }
{ 'src':'43.2.9.3', 'spt':'1036', 'dst':'8.2.10.7', 'dpt':'947', 'app':'UDP', 'rs':'722', 'rl':'125', 'ipv':'IPv6', 'atz':'India', 'dtz':'London' }
{ 'src':'43.2.9.2', 'spt':'1034', 'dst':'8.2.10.7', 'dpt':'614', 'app':'UDP', 'rs':'507', 'rl':'122', 'ipv':'IPv6', 'atz':'Chile', 'dtz':'Egypt' }
{ 'src':'43.1.9.2', 'spt':'1026', 'dst':'8.1.10.7', 'dpt':'282', 'app':'UDP', 'rs':'282', 'rl':'168', 'ipv':'IPv6', 'atz':'Argentina', 'dtz':'Denmark' }
{ 'src':'43.2.9.2', 'spt':'1034', 'dst':'8.1.10.7', 'dpt':'27', 'app':'UDP', 'rs':'1364', 'rl':'92', 'ipv':'IPv6', 'atz':'India', 'dtz':'Egypt' }
{ 'src':'43.1.9.2', 'spt':'1035', 'dst':'8.2.10.7', 'dpt':'479', 'app':'TCP', 'rs':'287', 'rl':'39', 'ipv':'IPv4', 'atz':'Chile', 'dtz':'Egypt' }
{ 'src':'43.1.9.3', 'spt':'1035', 'dst':'8.1.10.7', 'dpt':'892', 'app':'UDP', 'rs':'864', 'rl':'36', 'ipv':'IPv6', 'atz':'Chile', 'dtz':'USA' }
{ 'src':'43.2.9.3', 'spt':'1031', 'dst':'8.2.10.7', 'dpt':'252', 'app':'UDP', 'rs':'909', 'rl':'137', 'ipv':'IPv4', 'atz':'Chile', 'dtz':'India' }
{ 'src':'43.1.9.2', 'spt':'1029', 'dst':'8.1.10.7', 'dpt':'27', 'app':'UDP', 'rs':'594', 'rl':'91', 'ipv':'IPv6', 'atz':'Chile', 'dtz':'Argentina' }
{ 'src':'43.1.9.2', 'spt':'1031', 'dst':'8.2.10.7', 'dpt':'256', 'app':'UDP', 'rs':'541', 'rl':'39', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'London' }
{ 'src':'43.1.9.2', 'spt':'1033', 'dst':'8.2.10.7', 'dpt':'709', 'app':'UDP', 'rs':'604', 'rl':'94', 'ipv':'IPv6', 'atz':'Japan', 'dtz':'Denmark' }
{ 'src':'43.1.9.2', 'spt':'1026', 'dst':'8.2.10.7', 'dpt':'385', 'app':'TCP', 'rs':'304', 'rl':'123', 'ipv':'IPv6', 'atz':'Argentina', 'dtz':'Argentina' }
{ 'src':'43.1.9.2', 'spt':'1035', 'dst':'8.2.10.7', 'dpt':'454', 'app':'TCP', 'rs':'1103', 'rl':'62', 'ipv':'IPv4', 'atz':'London', 'dtz':'Egypt' }
{ 'src':'43.1.9.2', 'spt':'1033', 'dst':'8.2.10.7', 'dpt':'968', 'app':'UDP', 'rs':'1452', 'rl':'85', 'ipv':'IPv6', 'atz':'Chile', 'dtz':'USA' }
{ 'src':'43.1.9.2', 'spt':'1034', 'dst':'8.1.10.7', 'dpt':'903', 'app':'UDP', 'rs':'665', 'rl':'126', 'ipv':'IPv4', 'atz':'Bahrain', 'dtz':'Denmark' }
{ 'src':'43.2.9.2', 'spt':'1028', 'dst':'8.1.10.7', 'dpt':'536', 'app':'TCP', 'rs':'835', 'rl':'187', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'Argentina' }
{ 'src':'43.1.9.3', 'spt':'1028', 'dst':'8.1.10.7', 'dpt':'92', 'app':'UDP', 'rs':'426', 'rl':'46', 'ipv':'IPv6', 'atz':'Japan', 'dtz':'USA' }
{ 'src':'43.2.9.3', 'spt':'1027', 'dst':'8.2.10.7', 'dpt':'940', 'app':'TCP', 'rs':'877', 'rl':'93', 'ipv':'IPv4', 'atz':'India', 'dtz':'USA' }
{ 'src':'43.2.9.2', 'spt':'1026', 'dst':'8.1.10.7', 'dpt':'356', 'app':'UDP', 'rs':'913', 'rl':'38', 'ipv':'IPv4', 'atz':'India', 'dtz':'India' }
{ 'src':'43.2.9.2', 'spt':'1027', 'dst':'8.2.10.7', 'dpt':'354', 'app':'TCP', 'rs':'781', 'rl':'155', 'ipv':'IPv4', 'atz':'USA', 'dtz':'Argentina' }
{ 'src':'43.2.9.2', 'spt':'1030', 'dst':'8.1.10.7', 'dpt':'825', 'app':'UDP', 'rs':'886', 'rl':'13', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'Denmark' }
{ 'src':'43.2.9.3', 'spt':'1031', 'dst':'8.2.10.7', 'dpt':'125', 'app':'UDP', 'rs':'283', 'rl':'166', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'Egypt' }
{ 'src':'43.2.9.3', 'spt':'1027', 'dst':'8.2.10.7', 'dpt':'474', 'app':'UDP', 'rs':'396', 'rl':'109', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'USA' }
{ 'src':'43.1.9.3', 'spt':'1027', 'dst':'8.1.10.7', 'dpt':'956', 'app':'UDP', 'rs':'962', 'rl':'31', 'ipv':'IPv4', 'atz':'India', 'dtz':'Denmark' }
{ 'src':'43.1.9.2', 'spt':'1036', 'dst':'8.1.10.7', 'dpt':'462', 'app':'UDP', 'rs':'215', 'rl':'11', 'ipv':'IPv6', 'atz':'London', 'dtz':'India' }
{ 'src':'43.1.9.3', 'spt':'1033', 'dst':'8.1.10.7', 'dpt':'767', 'app':'UDP', 'rs':'1169', 'rl':'88', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'Argentina' }
{ 'src':'43.2.9.2', 'spt':'1024', 'dst':'8.1.10.7', 'dpt':'186', 'app':'TCP', 'rs':'1393', 'rl':'55', 'ipv':'IPv6', 'atz':'Chile', 'dtz':'USA' }
{ 'src':'43.1.9.2', 'spt':'1031', 'dst':'8.1.10.7', 'dpt':'462', 'app':'UDP', 'rs':'1461', 'rl':'145', 'ipv':'IPv6', 'atz':'USA', 'dtz':'Denmark' }
{ 'src':'43.2.9.2', 'spt':'1025', 'dst':'8.1.10.7', 'dpt':'671', 'app':'UDP', 'rs':'252', 'rl':'4', 'ipv':'IPv4', 'atz':'Bahrain', 'dtz':'Argentina' }
{ 'src':'43.2.9.2', 'spt':'1033', 'dst':'8.2.10.7', 'dpt':'444', 'app':'TCP', 'rs':'1199', 'rl':'58', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'Denmark' }
{ 'src':'43.1.9.3', 'spt':'1026', 'dst':'8.1.10.7', 'dpt':'630', 'app':'TCP', 'rs':'482', 'rl':'126', 'ipv':'IPv6', 'atz':'Japan', 'dtz':'Argentina' }
{ 'src':'43.1.9.3', 'spt':'1034', 'dst':'8.1.10.7', 'dpt':'644', 'app':'UDP', 'rs':'1064', 'rl':'100', 'ipv':'IPv6', 'atz':'USA', 'dtz':'Argentina' }
{ 'src':'43.2.9.2', 'spt':'1031', 'dst':'8.2.10.7', 'dpt':'959', 'app':'TCP', 'rs':'387', 'rl':'65', 'ipv':'IPv6', 'atz':'Bahrain', 'dtz':'India' }
{ 'src':'43.1.9.3', 'spt':'1025', 'dst':'8.1.10.7', 'dpt':'124', 'app':'UDP', 'rs':'548', 'rl':'98', 'ipv':'IPv6', 'atz':'London', 'dtz':'Denmark' }
{ 'src':'43.1.9.3', 'spt':'1030', 'dst':'8.1.10.7', 'dpt':'809', 'app':'UDP', 'rs':'768', 'rl':'157', 'ipv':'IPv6', 'atz':'USA', 'dtz':'Argentina' }
{ 'src':'43.2.9.3', 'spt':'1034', 'dst':'8.1.10.7', 'dpt':'469', 'app':'UDP', 'rs':'504', 'rl':'80', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'Argentina' }
{ 'src':'43.1.9.3', 'spt':'1024', 'dst':'8.1.10.7', 'dpt':'850', 'app':'TCP', 'rs':'200', 'rl':'49', 'ipv':'IPv4', 'atz':'USA', 'dtz':'USA' }
{ 'src':'43.1.9.2', 'spt':'1029', 'dst':'8.2.10.7', 'dpt':'355', 'app':'TCP', 'rs':'1488', 'rl':'16', 'ipv':'IPv4', 'atz':'India', 'dtz':'India' }
{ 'src':'43.2.9.2', 'spt':'1027', 'dst':'8.2.10.7', 'dpt':'911', 'app':'UDP', 'rs':'795', 'rl':'101', 'ipv':'IPv6', 'atz':'Japan', 'dtz':'Denmark' }
{ 'src':'43.1.9.3', 'spt':'1026', 'dst':'8.2.10.7', 'dpt':'292', 'app':'UDP', 'rs':'1307', 'rl':'56', 'ipv':'IPv6', 'atz':'USA', 'dtz':'Argentina' }
{ 'src':'43.2.9.3', 'spt':'1034', 'dst':'8.1.10.7', 'dpt':'780', 'app':'TCP', 'rs':'579', 'rl':'92', 'ipv':'IPv4', 'atz':'India', 'dtz':'USA' }
{ 'src':'43.1.9.3', 'spt':'1027', 'dst':'8.1.10.7', 'dpt':'473', 'app':'UDP', 'rs':'881', 'rl':'66', 'ipv':'IPv6', 'atz':'Japan', 'dtz':'India' }
{ 'src':'43.2.9.2', 'spt':'1033', 'dst':'8.2.10.7', 'dpt':'155', 'app':'TCP', 'rs':'1536', 'rl':'67', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'Argentina' }
{ 'src':'43.2.9.3', 'spt':'1031', 'dst':'8.1.10.7', 'dpt':'625', 'app':'UDP', 'rs':'688', 'rl':'22', 'ipv':'IPv6', 'atz':'Bahrain', 'dtz':'London' }
{ 'src':'43.2.9.3', 'spt':'1029', 'dst':'8.2.10.7', 'dpt':'930', 'app':'UDP', 'rs':'754', 'rl':'65', 'ipv':'IPv6', 'atz':'USA', 'dtz':'USA' }
{ 'src':'43.2.9.2', 'spt':'1032', 'dst':'8.1.10.7', 'dpt':'530', 'app':'UDP', 'rs':'908', 'rl':'151', 'ipv':'IPv6', 'atz':'Argentina', 'dtz':'Argentina' }
{ 'src':'43.1.9.3', 'spt':'1028', 'dst':'8.1.10.7', 'dpt':'699', 'app':'TCP', 'rs':'1308', 'rl':'109', 'ipv':'IPv6', 'atz':'India', 'dtz':'Egypt' }
{ 'src':'43.2.9.3', 'spt':'1027', 'dst':'8.2.10.7', 'dpt':'993', 'app':'TCP', 'rs':'1054', 'rl':'196', 'ipv':'IPv6', 'atz':'Bahrain', 'dtz':'Denmark' }
{ 'src':'43.2.9.3', 'spt':'1029', 'dst':'8.2.10.7', 'dpt':'617', 'app':'UDP', 'rs':'1547', 'rl':'68', 'ipv':'IPv6', 'atz':'USA', 'dtz':'India' }
{ 'src':'43.2.9.3', 'spt':'1024', 'dst':'8.1.10.7', 'dpt':'123', 'app':'UDP', 'rs':'841', 'rl':'154', 'ipv':'IPv6', 'atz':'India', 'dtz':'Egypt' }
{ 'src':'43.2.9.3', 'spt':'1036', 'dst':'8.2.10.7', 'dpt':'450', 'app':'TCP', 'rs':'874', 'rl':'193', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'London' }
{ 'src':'43.2.9.2', 'spt':'1035', 'dst':'8.1.10.7', 'dpt':'256', 'app':'UDP', 'rs':'876', 'rl':'119', 'ipv':'IPv6', 'atz':'Japan', 'dtz':'India' }
{ 'src':'43.2.9.2', 'spt':'1035', 'dst':'8.2.10.7', 'dpt':'737', 'app':'TCP', 'rs':'496', 'rl':'60', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'Argentina' }
{ 'src':'43.1.9.3', 'spt':'1024', 'dst':'8.1.10.7', 'dpt':'827', 'app':'UDP', 'rs':'1407', 'rl':'81', 'ipv':'IPv6', 'atz':'USA', 'dtz':'USA' }
{ 'src':'43.2.9.3', 'spt':'1031', 'dst':'8.2.10.7', 'dpt':'582', 'app':'TCP', 'rs':'271', 'rl':'189', 'ipv':'IPv6', 'atz':'USA', 'dtz':'India' }
{ 'src':'43.2.9.2', 'spt':'1025', 'dst':'8.1.10.7', 'dpt':'443', 'app':'UDP', 'rs':'1015', 'rl':'68', 'ipv':'IPv4', 'atz':'USA', 'dtz':'India' }
{ 'src':'43.2.9.3', 'spt':'1034', 'dst':'8.2.10.7', 'dpt':'687', 'app':'TCP', 'rs':'545', 'rl':'58', 'ipv':'IPv6', 'atz':'Japan', 'dtz':'Egypt' }
{ 'src':'43.1.9.2', 'spt':'1034', 'dst':'8.2.10.7', 'dpt':'177', 'app':'UDP', 'rs':'319', 'rl':'101', 'ipv':'IPv4', 'atz':'London', 'dtz':'London' }
{ 'src':'43.2.9.3', 'spt':'1030', 'dst':'8.1.10.7', 'dpt':'519', 'app':'UDP', 'rs':'852', 'rl':'195', 'ipv':'IPv6', 'atz':'Argentina', 'dtz':'London' }
{ 'src':'43.1.9.2', 'spt':'1034', 'dst':'8.2.10.7', 'dpt':'172', 'app':'TCP', 'rs':'897', 'rl':'177', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'India' }
{ 'src':'43.1.9.3', 'spt':'1031', 'dst':'8.1.10.7', 'dpt':'934', 'app':'TCP', 'rs':'124', 'rl':'133', 'ipv':'IPv4', 'atz':'Bahrain', 'dtz':'USA' }
{ 'src':'43.1.9.2', 'spt':'1035', 'dst':'8.2.10.7', 'dpt':'723', 'app':'UDP', 'rs':'525', 'rl':'110', 'ipv':'IPv6', 'atz':'India', 'dtz':'USA' }
{ 'src':'43.2.9.2', 'spt':'1033', 'dst':'8.2.10.7', 'dpt':'72', 'app':'TCP', 'rs':'1438', 'rl':'48', 'ipv':'IPv6', 'atz':'Bahrain', 'dtz':'Argentina' }
{ 'src':'43.2.9.2', 'spt':'1026', 'dst':'8.2.10.7', 'dpt':'173', 'app':'TCP', 'rs':'1342', 'rl':'130', 'ipv':'IPv4', 'atz':'India', 'dtz':'London' }
{ 'src':'43.2.9.2', 'spt':'1036', 'dst':'8.2.10.7', 'dpt':'924', 'app':'UDP', 'rs':'1320', 'rl':'68', 'ipv':'IPv4', 'atz':'Bahrain', 'dtz':'London' }
{ 'src':'43.1.9.2', 'spt':'1033', 'dst':'8.2.10.7', 'dpt':'165', 'app':'UDP', 'rs':'1559', 'rl':'120', 'ipv':'IPv6', 'atz':'Argentina', 'dtz':'India' }
{ 'src':'43.2.9.3', 'spt':'1029', 'dst':'8.1.10.7', 'dpt':'249', 'app':'TCP', 'rs':'613', 'rl':'2', 'ipv':'IPv4', 'atz':'Chile', 'dtz':'Egypt' }
{ 'src':'43.1.9.3', 'spt':'1027', 'dst':'8.2.10.7', 'dpt':'172', 'app':'UDP', 'rs':'642', 'rl':'43', 'ipv':'IPv6', 'atz':'Japan', 'dtz':'London' }
{ 'src':'43.2.9.2', 'spt':'1030', 'dst':'8.1.10.7', 'dpt':'228', 'app':'TCP', 'rs':'621', 'rl':'134', 'ipv':'IPv6', 'atz':'Argentina', 'dtz':'India' }
{ 'src':'43.2.9.2', 'spt':'1029', 'dst':'8.2.10.7', 'dpt':'784', 'app':'TCP', 'rs':'210', 'rl':'165', 'ipv':'IPv4', 'atz':'London', 'dtz':'India' }
{ 'src':'43.1.9.2', 'spt':'1029', 'dst':'8.1.10.7', 'dpt':'600', 'app':'UDP', 'rs':'974', 'rl':'185', 'ipv':'IPv6', 'atz':'Chile', 'dtz':'Egypt' }
{ 'src':'43.1.9.2', 'spt':'1024', 'dst':'8.1.10.7', 'dpt':'504', 'app':'UDP', 'rs':'1063', 'rl':'158', 'ipv':'IPv6', 'atz':'Chile', 'dtz':'Egypt' }
{ 'src':'43.2.9.3', 'spt':'1034', 'dst':'8.2.10.7', 'dpt':'420', 'app':'TCP', 'rs':'389', 'rl':'29', 'ipv':'IPv4', 'atz':'India', 'dtz':'India' }
{ 'src':'43.2.9.3', 'spt':'1034', 'dst':'8.1.10.7', 'dpt':'206', 'app':'UDP', 'rs':'599', 'rl':'75', 'ipv':'IPv6', 'atz':'USA', 'dtz':'Egypt' }
{ 'src':'43.1.9.3', 'spt':'1027', 'dst':'8.2.10.7', 'dpt':'475', 'app':'UDP', 'rs':'489', 'rl':'186', 'ipv':'IPv4', 'atz':'Chile', 'dtz':'London' }
{ 'src':'43.2.9.2', 'spt':'1024', 'dst':'8.1.10.7', 'dpt':'629', 'app':'TCP', 'rs':'527', 'rl':'51', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'Denmark' }
{ 'src':'43.1.9.2', 'spt':'1026', 'dst':'8.1.10.7', 'dpt':'219', 'app':'TCP', 'rs':'1258', 'rl':'37', 'ipv':'IPv6', 'atz':'Chile', 'dtz':'Egypt' }
{ 'src':'43.1.9.3', 'spt':'1032', 'dst':'8.2.10.7', 'dpt':'820', 'app':'TCP', 'rs':'657', 'rl':'195', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'Argentina' }
{ 'src':'43.2.9.3', 'spt':'1036', 'dst':'8.1.10.7', 'dpt':'674', 'app':'UDP', 'rs':'158', 'rl':'90', 'ipv':'IPv6', 'atz':'India', 'dtz':'India' }
{ 'src':'43.2.9.2', 'spt':'1035', 'dst':'8.1.10.7', 'dpt':'472', 'app':'UDP', 'rs':'675', 'rl':'174', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'Denmark' }
{ 'src':'43.2.9.2', 'spt':'1027', 'dst':'8.1.10.7', 'dpt':'870', 'app':'UDP', 'rs':'263', 'rl':'196', 'ipv':'IPv6', 'atz':'London', 'dtz':'Egypt' }
{ 'src':'43.1.9.3', 'spt':'1027', 'dst':'8.1.10.7', 'dpt':'519', 'app':'UDP', 'rs':'595', 'rl':'129', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'London' }
{ 'src':'43.2.9.2', 'spt':'1030', 'dst':'8.1.10.7', 'dpt':'631', 'app':'UDP', 'rs':'755', 'rl':'12', 'ipv':'IPv4', 'atz':'London', 'dtz':'USA' }
{ 'src':'43.1.9.2', 'spt':'1035', 'dst':'8.2.10.7', 'dpt':'528', 'app':'TCP', 'rs':'745', 'rl':'108', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'Egypt' }
{ 'src':'43.1.9.2', 'spt':'1036', 'dst':'8.1.10.7', 'dpt':'883', 'app':'TCP', 'rs':'1230', 'rl':'1', 'ipv':'IPv6', 'atz':'Chile', 'dtz':'Argentina' }
{ 'src':'43.2.9.2', 'spt':'1034', 'dst':'8.2.10.7', 'dpt':'362', 'app':'UDP', 'rs':'311', 'rl':'22', 'ipv':'IPv6', 'atz':'Argentina', 'dtz':'Argentina' }
{ 'src':'43.2.9.3', 'spt':'1026', 'dst':'8.2.10.7', 'dpt':'265', 'app':'TCP', 'rs':'1155', 'rl':'176', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'India' }
{ 'src':'43.1.9.2', 'spt':'1031', 'dst':'8.1.10.7', 'dpt':'396', 'app':'UDP', 'rs':'127', 'rl':'158', 'ipv':'IPv6', 'atz':'USA', 'dtz':'Denmark' }
{ 'src':'43.1.9.3', 'spt':'1031', 'dst':'8.2.10.7', 'dpt':'550', 'app':'TCP', 'rs':'1191', 'rl':'169', 'ipv':'IPv4', 'atz':'Japan', 'dtz':'Egypt' }
{ 'src':'43.2.9.3', 'spt':'1029', 'dst':'8.1.10.7', 'dpt':'148', 'app':'TCP', 'rs':'151', 'rl':'157', 'ipv':'IPv4', 'atz':'India', 'dtz':'London' }
{ 'src':'43.2.9.3', 'spt':'1034', 'dst':'8.1.10.7', 'dpt':'174', 'app':'UDP', 'rs':'187', 'rl':'104', 'ipv':'IPv4', 'atz':'USA', 'dtz':'USA' }
{ 'src':'43.1.9.2', 'spt':'1026', 'dst':'8.1.10.7', 'dpt':'393', 'app':'UDP', 'rs':'1302', 'rl':'187', 'ipv':'IPv6', 'atz':'London', 'dtz':'India' }
{ 'src':'43.1.9.2', 'spt':'1034', 'dst':'8.1.10.7', 'dpt':'907', 'app':'UDP', 'rs':'1308', 'rl':'115', 'ipv':'IPv4', 'atz':'USA', 'dtz':'Denmark' }
{ 'src':'43.2.9.3', 'spt':'1026', 'dst':'8.1.10.7', 'dpt':'776', 'app':'UDP', 'rs':'652', 'rl':'29', 'ipv':'IPv4', 'atz':'USA', 'dtz':'Argentina' }
{ 'src':'43.2.9.3', 'spt':'1027', 'dst':'8.2.10.7', 'dpt':'149', 'app':'TCP', 'rs':'1316', 'rl':'161', 'ipv':'IPv6', 'atz':'Japan', 'dtz':'USA' }
{ 'src':'43.2.9.2', 'spt':'1029', 'dst':'8.1.10.7', 'dpt':'12', 'app':'TCP', 'rs':'715', 'rl':'170', 'ipv':'IPv4', 'atz':'Argentina', 'dtz':'Argentina' }
{ 'src':'43.1.9.3', 'spt':'1033', 'dst':'8.2.10.7', 'dpt':'340', 'app':'TCP', 'rs':'376', 'rl':'8', 'ipv':'IPv4', 'atz':'London', 'dtz':'Egypt' }
{ 'src':'43.1.9.2', 'spt':'1034', 'dst':'8.2.10.7', 'dpt':'829', 'app':'TCP', 'rs':'1158', 'rl':'86', 'ipv':'IPv4', 'atz':'London', 'dtz':'London' }
{ 'src':'43.2.9.3', 'spt':'1030', 'dst':'8.2.10.7', 'dpt':'625', 'app':'UDP', 'rs':'105', 'rl':'128', 'ipv':'IPv4', 'atz':'India', 'dtz':'Argentina' }
{ 'src':'43.1.9.3', 'spt':'1032', 'dst':'8.2.10.7', 'dpt':'422', 'app':'TCP', 'rs':'758', 'rl':'197', 'ipv':'IPv4', 'atz':'India', 'dtz':'USA' }
{ 'src':'43.1.9.3', 'spt':'1034', 'dst':'8.2.10.7', 'dpt':'988', 'app':'UDP', 'rs':'1338', 'rl':'58', 'ipv':'IPv6', 'atz':'Chile', 'dtz':'Denmark' }
{ 'src':'43.2.9.3', 'spt':'1024', 'dst':'8.1.10.7', 'dpt':'573', 'app':'UDP', 'rs':'790', 'rl':'37', 'ipv':'IPv6', 'atz':'Chile', 'dtz':'USA' }
{ 'src':'43.1.9.2', 'spt':'1032', 'dst':'8.1.10.7', 'dpt':'743', 'app':'TCP', 'rs':'1471', 'rl':'162', 'ipv':'IPv4', 'atz':'Chile', 'dtz':'India' }
{ 'src':'43.2.9.2', 'spt':'1030', 'dst':'8.2.10.7', 'dpt':'255', 'app':'UDP', 'rs':'1414', 'rl':'147', 'ipv':'IPv4', 'atz':'USA', 'dtz':'USA' }
